0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3321,-3654,-5061,-4786,-5236,-5325,-5270,-5432,-5344,-5097,-4937,-5036,-4964,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,-4547,-5596,-3646,-4904,-4997,-5118,-5271,-5170,-5324,-5404,-5339,-4943,-4656,-5324,-4951,-5288,-5633,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,-2928,-4134,-3921,-4781,-4842,-5088,-5120,-5124,-5185,-5158,-5153,-2309,-4476,-4804,-5398,-4729,-5203,-4997,-5135,-5231,-5263,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,-1193,-3700,-4776,-4900,-4967,-4949,-5000,-4967,-4980,-5003,-4926,-4320,-3333,-4219,-4263,-4007,-4293,-4739,-4924,-5056,-5182,-5179,-5282,-5253,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-1996,-3594,-2181,-3480,-4504,-4869,-4900,-4998,-4997,-4951,-4928,-4996,-4761,-4678,-3786,-4039,-2953,-3480,-4303,-4774,-4791,-4968,-5104,-5102,-5207,-5336,-5294,0,0,0,0,0,0,0
0,0,0,0,0,0,-5370,-473,-3300,-4505,-4900,-4804,-4888,-4887,-4913,-4957,-4875,-4903,-3941,-4045,-4188,-3920,-3506,-2035,-3262,-4003,-4324,-4422,-4748,-4660,-4803,-4981,-5116,-5198,-5333,0,0,0,0,0,0
0,0,0,0,0,-2266,-1420,-472,-3787,-4614,-4774,-4781,-4741,-4740,-4817,-4837,-4764,-4744,-1660,-1791,-776,-317,-94,-119,-100,-2917,-3478,-3982,-3961,-1183,-4878,-4802,-4900,-4951,-5260,-5308,0,0,0,0,0
0,0,0,0,0,-1611,-3300,-3033,-4401,-4554,-4553,-4534,-4511,-4568,-4662,-4454,-4498,-2638,-167,-209,-397,443,-559,121,-436,-252,-2939,-2226,-479,-2930,-4355,-4654,-4186,-4216,-4995,-5215,-5203,0,0,0,0
0,0,0,0,-3301,-661,-1922,-3322,-4126,-4327,-4278,-4310,-4391,-4416,-4411,-3746,-4089,-307,-202,1536,684,1088,1476,1677,870,352,-648,-268,-333,-707,-2391,-2365,-3352,-3712,-4830,-5095,-5160,-5097,0,0,0
0,0,0,-3469,-416,-327,-379,-2744,-3427,-4000,-3843,-3949,-4207,-3957,-3911,-3802,-2256,-312,-584,2080,1193,306,204,885,1076,1908,-481,368,309,116,203,177,-681,-2057,-4047,-4859,-4853,-4992,0,0,0
0,0,0,-3546,-130,-92,-317,-400,-3059,-3252,-3710,-3603,-3841,-3594,-3227,-2196,-726,-418,619,30,201,610,706,517,700,1337,415,783,558,405,668,-393,56,300,-2649,-4345,-4532,-4781,-4658,0,0
0,0,-3174,-3683,-923,-193,-148,-565,-649,-2618,-3106,-2515,-1645,-1465,-428,-688,-596,264,357,-749,-404,166,269,259,515,696,870,924,866,404,768,643,498,265,-2464,-4064,-4077,-4517,-4547,0,0
