0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441,613,168,1278,1066,823,589,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,552,2069,1955,2822,3021,2935,1905,953,393,274,337,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,975,2836,2836,2990,3302,3344,3147,3102,1913,1659,1583,1204,1421,662,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,61,1692,2443,2701,3022,3288,3484,3536,3306,2818,2809,2350,2186,2327,1419,1233,1126,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1559,2003,2132,2469,2819,3172,3403,3607,3571,3348,3288,3005,2774,2681,2550,2004,799,0,0,0,0,0,0,0
0,0,0,0,0,0,752,36,0,0,0,0,0,0,0,0,1159,1156,1561,1958,2369,2705,3064,3317,3555,3734,3668,3509,3294,3142,3030,2925,2485,1240,0,0,0,0,0,0,0
0,0,0,0,0,0,686,129,402,10,0,0,0,0,0,0,726,777,974,1903,2219,2634,2951,3255,3496,3690,3708,3513,3235,2836,2705,2506,2394,1543,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1506,1438,1618,0,0,42,55,345,105,694,1172,1956,2131,2437,2682,3155,3494,3689,3601,3364,2966,2259,1690,1588,1145,823,319,0,0,0,0,0,0
0,0,0,0,0,0,0,0,64,398,1014,1518,62,63,68,139,116,1101,1768,1903,2336,2530,2650,3161,3527,3747,3591,3223,2738,2046,853,185,90,59,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,74,0,742,1182,79,67,70,116,109,871,1907,2259,2546,2627,2820,3321,3599,3805,3703,3426,2895,2255,1815,1636,1539,1150,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,960,315,108,109,123,200,133,1176,1720,2196,2575,2758,3132,3371,3664,3892,3916,3724,3037,2755,2795,2776,2549,2160,1573,44,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1151,941,398,173,625,464,858,1098,1970,2364,2630,2811,3142,3392,3600,3880,4030,3918,3377,3251,3231,3145,2967,2620,2020,1008,0,0,0,0,0
0,0,0,0,0,0,0,0,0,243,1220,1259,1456,2064,1705,1537,1534,1523,1977,2647,2752,3090,3101,3287,3466,3643,3825,3804,3647,3580,3527,3440,3176,2789,2270,1427,0,0,0,0,0
0,0,0,0,0,0,0,0,0,51,846,855,1548,1870,2318,2225,2109,2424,2618,2866,3048,3107,3119,3151,3294,3437,3608,3716,3775,3760,3686,3542,3304,2955,2499,1687,0,0,0,0,0
0,0,0,0,0,0,0,0,0,42,252,884,1357,1764,1969,1859,1444,1152,2252,2588,2933,2991,2963,2972,3073,3243,3402,3478,3571,3540,3491,3372,3178,2796,2416,1786,192,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,212,1213,1562,1734,1394,832,522,295,94,2594,2509,2698,2744,2831,3032,3192,3324,3440,3401,3252,3090,2977,2651,2192,1576,43,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,71,1363,1735,1566,1265,690,380,165,100,62,2795,2303,2396,2539,2850,2970,3179,3281,3225,3089,2902,2759,2573,2238,1716,16,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,63,1550,2188,1689,1043,614,313,48,62,65,51,997,1973,2293,2575,2876,3096,3211,3173,3101,2879,2589,2266,1678,42,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,494,2068,1997,1117,747,94,82,52,53,53,50,1519,2301,2491,2707,2984,3210,3225,3069,2747,2352,1804,819,633,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,808,1701,1111,626,387,499,57,52,53,57,1455,2365,2510,2681,2872,3062,3167,3043,2691,2191,1352,77,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,299,0,0,44,49,13,2300,2368,2460,2569,2734,2888,3054,2946,2593,2091,975,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,1760,2328,2461,2499,2551,2704,2652,2199,1562,54,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423,1973,2328,2252,2253,2270,2563,2433,1930,563,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2345,1901,2195,1984,1839,1816,2099,2088,1401,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1962,171,1941,1491,1221,793,725,920,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
