-52.718,-90
-56.231,-90
-59.808,-90
-63.445,-90
-67.134,-90
-70.871,-90
-74.648,-90
-78.457,-90
-82.291,-90
-86.141,-90
-90,0
-52.544,-84.289
-56.034,-83.66
-59.584,-82.875
-63.184,-81.87
-66.827,-80.538
-70.499,-78.69
-74.181,-75.964
-77.837,-71.565
-81.384,-63.435
-84.545,-45
-86.141,0
-52.03,-78.69
-55.454,-77.471
-58.922,-75.964
-62.42,-74.055
-65.931,-71.565
-69.427,-68.199
-72.86,-63.435
-76.147,-56.31
-79.113,-45
-81.384,-26.565
-82.291,0
-51.192,-73.301
-54.512,-71.565
-57.854,-69.444
-61.199,-66.801
-64.516,-63.435
-67.763,-59.036
-70.871,-53.13
-73.728,-45
-76.147,-33.69
-77.837,-18.435
-78.457,0
-50.058,-68.199
-53.244,-66.038
-56.428,-63.435
-59.584,-60.255
-62.672,-56.31
-65.641,-51.34
-68.412,-45
-70.871,-36.87
-72.86,-26.565
-74.181,-14.036
-74.648,0
-48.66,-63.435
-51.692,-60.945
-54.698,-57.995
-57.646,-54.462
-60.494,-50.194
-63.184,-45
-65.641,-38.66
-67.763,-30.964
-69.427,-21.801
-70.499,-11.31
-70.871,0
-47.034,-59.036
-49.9,-56.31
-52.718,-53.13
-55.454,-49.399
-58.064,-45
-60.494,-39.806
-62.672,-33.69
-64.516,-26.565
-65.931,-18.435
-66.827,-9.4623
-67.134,0
-45.216,-55.008
-47.91,-52.125
-50.539,-48.814
-53.068,-45
-55.454,-40.601
-57.646,-35.538
-59.584,-29.745
-61.199,-23.199
-62.42,-15.945
-63.184,-8.1301
-63.445,0
-43.24,-51.34
-45.764,-48.366
-48.208,-45
-50.539,-41.186
-52.718,-36.87
-54.698,-32.005
-56.428,-26.565
-57.854,-20.556
-58.922,-14.036
-59.584,-7.125
-59.808,0
-41.139,-48.013
-43.496,-45
-45.764,-41.634
-47.91,-37.875
-49.9,-33.69
-51.692,-29.055
-53.244,-23.962
-54.512,-18.435
-55.454,-12.529
-56.034,-6.3402
-56.231,0
-38.941,-45
-41.139,-41.987
-43.24,-38.66
-45.216,-34.992
-47.034,-30.964
-48.66,-26.565
-50.058,-21.801
-51.192,-16.699
-52.03,-11.31
-52.544,-5.7106
-52.718,0
-38.941,-135
-41.139,-138.01
-43.24,-141.34
-45.216,-145.01
-47.034,-149.04
-48.66,-153.43
-50.058,-158.2
-51.192,-163.3
-52.03,-168.69
-52.544,-174.29
-52.718,-180
-41.139,-131.99
-43.496,-135
-45.764,-138.37
-47.91,-142.13
-49.9,-146.31
-51.692,-150.95
-53.244,-156.04
-54.512,-161.57
-55.454,-167.47
-56.034,-173.66
-56.231,-180
-43.24,-128.66
-45.764,-131.63
-48.208,-135
-50.539,-138.81
-52.718,-143.13
-54.698,-147.99
-56.428,-153.43
-57.854,-159.44
-58.922,-165.96
-59.584,-172.87
-59.808,-180
-45.216,-124.99
-47.91,-127.87
-50.539,-131.19
-53.068,-135
-55.454,-139.4
-57.646,-144.46
-59.584,-150.26
-61.199,-156.8
-62.42,-164.05
-63.184,-171.87
-63.445,-180
-47.034,-120.96
-49.9,-123.69
-52.718,-126.87
-55.454,-130.6
-58.064,-135
-60.494,-140.19
-62.672,-146.31
-64.516,-153.43
-65.931,-161.57
-66.827,-170.54
-67.134,-180
-48.66,-116.57
-51.692,-119.05
-54.698,-122.01
-57.646,-125.54
-60.494,-129.81
-63.184,-135
-65.641,-141.34
-67.763,-149.04
-69.427,-158.2
-70.499,-168.69
-70.871,-180
-50.058,-111.8
-53.244,-113.96
-56.428,-116.57
-59.584,-119.74
-62.672,-123.69
-65.641,-128.66
-68.412,-135
-70.871,-143.13
-72.86,-153.43
-74.181,-165.96
-74.648,-180
-51.192,-106.7
-54.512,-108.43
-57.854,-110.56
-61.199,-113.2
-64.516,-116.57
-67.763,-120.96
-70.871,-126.87
-73.728,-135
-76.147,-146.31
-77.837,-161.57
-78.457,-180
-52.03,-101.31
-55.454,-102.53
-58.922,-104.04
-62.42,-105.95
-65.931,-108.43
-69.427,-111.8
-72.86,-116.57
-76.147,-123.69
-79.113,-135
-81.384,-153.43
-82.291,-180
-52.544,-95.711
-56.034,-96.34
-59.584,-97.125
-63.184,-98.13
-66.827,-99.462
-70.499,-101.31
-74.181,-104.04
-77.837,-108.43
-81.384,-116.57
-84.545,-135
-86.141,-180
-52.718,-90
-56.231,-90
-59.808,-90
-63.445,-90
-67.134,-90
-70.871,-90
-74.648,-90
-78.457,-90
-82.291,-90
-86.141,-90
-90,0
-90,0
-86.141,90
-82.291,90
-78.457,90
-74.648,90
-70.871,90
-67.134,90
-63.445,90
-59.808,90
-56.231,90
-52.718,90
-86.141,0
-84.545,45
-81.384,63.435
-77.837,71.565
-74.181,75.964
-70.499,78.69
-66.827,80.538
-63.184,81.87
-59.584,82.875
-56.034,83.66
-52.544,84.289
-82.291,0
-81.384,26.565
-79.113,45
-76.147,56.31
-72.86,63.435
-69.427,68.199
-65.931,71.565
-62.42,74.055
-58.922,75.964
-55.454,77.471
-52.03,78.69
-78.457,0
-77.837,18.435
-76.147,33.69
-73.728,45
-70.871,53.13
-67.763,59.036
-64.516,63.435
-61.199,66.801
-57.854,69.444
-54.512,71.565
-51.192,73.301
-74.648,0
-74.181,14.036
-72.86,26.565
-70.871,36.87
-68.412,45
-65.641,51.34
-62.672,56.31
-59.584,60.255
-56.428,63.435
-53.244,66.038
-50.058,68.199
-70.871,0
-70.499,11.31
-69.427,21.801
-67.763,30.964
-65.641,38.66
-63.184,45
-60.494,50.194
-57.646,54.462
-54.698,57.995
-51.692,60.945
-48.66,63.435
-67.134,0
-66.827,9.4623
-65.931,18.435
-64.516,26.565
-62.672,33.69
-60.494,39.806
-58.064,45
-55.454,49.399
-52.718,53.13
-49.9,56.31
-47.034,59.036
-63.445,0
-63.184,8.1301
-62.42,15.945
-61.199,23.199
-59.584,29.745
-57.646,35.538
-55.454,40.601
-53.068,45
-50.539,48.814
-47.91,52.125
-45.216,55.008
-59.808,0
-59.584,7.125
-58.922,14.036
-57.854,20.556
-56.428,26.565
-54.698,32.005
-52.718,36.87
-50.539,41.186
-48.208,45
-45.764,48.366
-43.24,51.34
-56.231,0
-56.034,6.3402
-55.454,12.529
-54.512,18.435
-53.244,23.962
-51.692,29.055
-49.9,33.69
-47.91,37.875
-45.764,41.634
-43.496,45
-41.139,48.013
-52.718,0
-52.544,5.7106
-52.03,11.31
-51.192,16.699
-50.058,21.801
-48.66,26.565
-47.034,30.964
-45.216,34.992
-43.24,38.66
-41.139,41.987
-38.941,45
-52.718,-180
-52.544,174.29
-52.03,168.69
-51.192,163.3
-50.058,158.2
-48.66,153.43
-47.034,149.04
-45.216,145.01
-43.24,141.34
-41.139,138.01
-38.941,135
-56.231,-180
-56.034,173.66
-55.454,167.47
-54.512,161.57
-53.244,156.04
-51.692,150.95
-49.9,146.31
-47.91,142.13
-45.764,138.37
-43.496,135
-41.139,131.99
-59.808,-180
-59.584,172.87
-58.922,165.96
-57.854,159.44
-56.428,153.43
-54.698,147.99
-52.718,143.13
-50.539,138.81
-48.208,135
-45.764,131.63
-43.24,128.66
-63.445,-180
-63.184,171.87
-62.42,164.05
-61.199,156.8
-59.584,150.26
-57.646,144.46
-55.454,139.4
-53.068,135
-50.539,131.19
-47.91,127.87
-45.216,124.99
-67.134,-180
-66.827,170.54
-65.931,161.57
-64.516,153.43
-62.672,146.31
-60.494,140.19
-58.064,135
-55.454,130.6
-52.718,126.87
-49.9,123.69
-47.034,120.96
-70.871,-180
-70.499,168.69
-69.427,158.2
-67.763,149.04
-65.641,141.34
-63.184,135
-60.494,129.81
-57.646,125.54
-54.698,122.01
-51.692,119.05
-48.66,116.57
-74.648,-180
-74.181,165.96
-72.86,153.43
-70.871,143.13
-68.412,135
-65.641,128.66
-62.672,123.69
-59.584,119.74
-56.428,116.57
-53.244,113.96
-50.058,111.8
-78.457,-180
-77.837,161.57
-76.147,146.31
-73.728,135
-70.871,126.87
-67.763,120.96
-64.516,116.57
-61.199,113.2
-57.854,110.56
-54.512,108.43
-51.192,106.7
-82.291,-180
-81.384,153.43
-79.113,135
-76.147,123.69
-72.86,116.57
-69.427,111.8
-65.931,108.43
-62.42,105.95
-58.922,104.04
-55.454,102.53
-52.03,101.31
-86.141,-180
-84.545,135
-81.384,116.57
-77.837,108.43
-74.181,104.04
-70.499,101.31
-66.827,99.462
-63.184,98.13
-59.584,97.125
-56.034,96.34
-52.544,95.711
-90,0
-86.141,90
-82.291,90
-78.457,90
-74.648,90
-70.871,90
-67.134,90
-63.445,90
-59.808,90
-56.231,90
-52.718,90
